,アクセス,築年数,構造,階数,家賃,管理費,敷金,礼金,面積,路線,駅,間取り,カテゴリー
0,10.0,3.0,9.0,4.0,10.0,40000.0,20.0,10.0,30.0,山手線,,3LDK/4K/4DK,賃貸アパート/賃貸マンション
